Date,Close,Volume,Return,SMA_10,EMA_10,RSI,Volatility,Ticker
2020-02-17,-1.937506380564176,-0.3941060344730395,-0.3677076321162494,-1.9701744242432317,-1.9566865352879403,-0.14077866819480475,-0.34940088378076956,RELIANCE.NS
2020-02-18,-1.9587227223254093,-0.5189211353086622,-0.4238977939134962,-1.9621632723327038,-1.956072934294639,-0.3465170800122803,-0.5811856067588668,RELIANCE.NS
2020-02-19,-1.8875459975870097,-0.3363717454238798,1.289233949975406,-1.951358003726528,-1.9426086408387742,0.3105616792214501,-0.4215772463967364,RELIANCE.NS
2020-02-20,-1.9224496477131388,-0.16304406126195112,-0.6653140337534482,-1.9458576379874486,-1.93794883340227,-0.029691008147512327,-0.32727055944359396,RELIANCE.NS
2020-02-24,-2.0026211409203216,0.11337722982929382,-1.5031803361815772,-1.9436496966367478,-1.9487365904748852,-0.6835119986496229,-0.11564836103627582,RELIANCE.NS
2020-02-25,-2.0584479324355294,0.5068933005167118,-1.0857224266174041,-1.9474012934892597,-1.967729760405975,-1.0519805896385443,0.022677131870385694,RELIANCE.NS
2020-02-26,-2.106160090175073,0.6067522208119167,-0.950806690672415,-1.959271530836565,-1.9919586640149922,-1.3279526056494482,0.021757726933520825,RELIANCE.NS
2020-02-27,-2.1174038842464618,0.34083673214707666,-0.25288082555990665,-1.97569446423211,-2.01382996129696,-1.3903258614167986,-0.08219514657901326,RELIANCE.NS
2020-02-28,-2.230035246497939,1.2211470605617203,-2.2471075487306673,-2.004124368345172,-2.0522363725297517,-1.9213829095879529,0.25719719139002095,RELIANCE.NS
2020-03-02,-2.254477859506184,0.6152552718947002,-0.534120094036427,-2.0376247904957534,-2.0881111344516183,-2.017236008610112,0.12922610416909955,RELIANCE.NS
2020-03-03,-2.202268184138085,0.4855186028454092,1.0483931708627479,-2.0640811647465687,-2.1079551155360936,-1.4877246977384768,0.413274958252333,RELIANCE.NS
2020-03-04,-2.2084280598366086,0.15875130105586652,-0.1577564531771737,-2.0890330187241695,-2.125312897778711,-1.517839639796777,0.42525839136366905,RELIANCE.NS
2020-03-05,-2.2642548513518164,0.6775955680408781,-1.1684475646334467,-2.126675723541352,-2.1496815428488936,-1.7794779411209625,0.0596618019106138,RELIANCE.NS
2020-03-06,-2.3427642532773585,0.8765897539031017,-1.6646680504940454,-2.1686757415114166,-2.1839171623891223,-2.089464470034163,0.14441854697632264,RELIANCE.NS
2020-03-09,-2.649470117551531,4.237943990632274,-6.609451193580952,-2.2333122501713034,-2.2677834617912205,-2.819767397218224,2.2817287508832322,RELIANCE.NS
2020-03-11,-2.572426850880926,2.471959659032697,1.8518814856338366,-2.2846716926583497,-2.322370709217529,-2.23467119576741,2.7388696682220464,RELIANCE.NS
2020-03-12,-2.749489195004625,2.2492340673005273,-4.216068062916499,-2.348956477450056,-2.399278480149353,-2.57524941021168,3.128605310723622,RELIANCE.NS
2020-03-13,-2.666775475822682,3.318815755912255,2.0879506795819887,-2.403852539621083,-2.4471397190456474,-2.046138861803965,3.545510270990955,RELIANCE.NS
2020-03-16,-2.8419797726380365,1.169694857529626,-4.352869592139274,-2.4650012143383595,-2.5182060162300517,-2.3778873218716483,3.8687870457964912,RELIANCE.NS
2020-03-17,-2.8570365054890736,1.5995617540083276,-0.43675243034838346,-2.525212003171945,-2.579093205713152,-2.4033613715081805,3.875069541145171,RELIANCE.NS
2020-03-18,-2.9342750612155633,1.555390358297344,-2.12110057849008,-2.5983579314467775,-2.6429761958224907,-2.531822866734133,3.641916554518005,RELIANCE.NS
2020-03-19,-3.033609693213914,2.584642755944061,-2.8280699435251653,-2.680814365202846,-2.713334293611179,-2.681325308041445,3.5763424908697936,RELIANCE.NS
2020-03-20,-2.837580032931587,2.705414328730966,5.789011963591476,-2.7381039944716576,-2.7352003243869794,-1.6060199215013056,5.370759486734481,RELIANCE.NS
2020-03-23,-3.0994091658131304,1.3048016212154292,-7.042832762497651,-2.8137118831882555,-2.8007733838283975,-2.0919659312702374,6.19876205551116,RELIANCE.NS
2020-03-24,-2.983355576287938,1.617395895457686,3.5450473726084275,-2.8470754520036863,-2.8332891209182507,-1.5943918869406626,6.065968842308887,RELIANCE.NS
2020-03-25,-2.711847362877032,3.308500450670119,7.81093614405102,-2.861007073536018,-2.8104475420739283,-0.6459023104503143,7.572623200236097,RELIANCE.NS
2020-03-26,-2.7432318081723226,1.6179885602231314,-0.8230868954381633,-2.860381802950787,-2.7974745148364764,-0.7201603671359352,7.191755093952707,RELIANCE.NS
2020-03-27,-2.7444051432375964,1.3657280652849735,-0.06272992917379691,-2.8681389624291254,-2.787073900207227,-0.7230841520736689,7.097284677000142,RELIANCE.NS
2020-03-30,-2.813137553317506,0.6602789665762601,-1.7906601533951758,-2.865256898104635,-2.791081419527066,-0.8979516117884502,6.716932643721342,RELIANCE.NS
2020-03-31,-2.6502520741400524,1.5283772279273073,4.275383736884407,-2.844593923947622,-2.764696622634356,-0.3500810869578302,7.046752653511002,RELIANCE.NS
2020-04-01,-2.7153672346786895,1.361994604428927,-1.6261446066836147,-2.8227195171898685,-2.754967423971108,-0.5296494048775968,6.987443349680408,RELIANCE.NS
2020-04-03,-2.721233376428404,1.3478183052190467,-0.18070947868567208,-2.791505253529432,-2.7480754752638017,-0.5461703696677859,6.690229729369074,RELIANCE.NS
2020-04-07,-2.469669858214696,2.1506606634869807,6.330571130539825,-2.75474175841192,-2.6966234465246557,0.2199967077619113,6.821365785039748,RELIANCE.NS
2020-04-08,-2.4969481643581832,1.8732919482919907,-0.6491426281710937,-2.6945407267266086,-2.6594940852036326,0.13294194599908438,5.048485172396496,RELIANCE.NS
2020-04-09,-2.442587641492076,0.8333061516153695,1.2100167506863886,-2.640504386617579,-2.619215721215057,0.28551534363118525,4.933243164151239,RELIANCE.NS
2020-04-13,-2.502814572896225,0.2555754147826316,-1.3782291567586076,-2.6196167447909486,-2.597228845098756,0.07867721523282885,3.5269456105599124,RELIANCE.NS
2020-04-15,-2.5796621503284536,0.9746040120604247,-1.7940075038235588,-2.60327201520541,-2.593234579034357,-0.17593193821234349,3.661022388128732,RELIANCE.NS
2020-04-16,-2.5440733877767623,1.1063263333865703,0.8107998766538994,-2.5832538259301763,-2.5834853421450092,-0.058418317608393805,3.6541618176686685,RELIANCE.NS
2020-04-17,-2.434668296772297,0.8479038162756122,2.520014139112268,-2.5454352125258723,-2.5555845284994803,0.2859783819855529,3.530568067067844,RELIANCE.NS
2020-04-20,-2.3959514410781915,1.0183757710990309,0.829349736229184,-2.5200241727547,-2.525705720445947,0.4017728542485141,3.029208022520741,RELIANCE.NS
2020-04-21,-2.4085633256940833,2.58264383182838,-0.30908874624372706,-2.489366733017763,-2.5035562198451813,0.3505368881732958,2.838393274126166,RELIANCE.NS
2020-04-22,-2.1616936813181264,7.601975373305889,5.404865653093299,-2.433454621141352,-2.440475558261303,1.0222378382323023,3.5797093654565044,RELIANCE.NS
2020-04-23,-2.1474191718439384,2.835294827475444,0.25256599369453053,-2.4012536591969798,-2.386264524221986,1.0556348785872973,2.3554730038257157,RELIANCE.NS
2020-04-24,-2.057275130946911,7.126839963016395,1.7593687701946987,-2.3573192465932644,-2.3254935775329164,1.2633864894253986,2.2928530411490677,RELIANCE.NS
2020-04-27,-2.032343494933971,2.4043242078422624,0.44679016664611004,-2.316325521180309,-2.2712315015427316,1.3194222079711817,2.297869519919077,RELIANCE.NS
2020-04-28,-2.035471854864713,3.63709284635146,-0.09237054066853544,-2.269626210008018,-2.2274049747343767,1.3034706466726529,2.073170754023855,RELIANCE.NS
2020-04-29,-2.0378185249952607,1.1087316844177488,-0.07751994725799931,-2.2154823813147226,-2.1919742681121455,1.2906523569740493,1.6773788573956723,RELIANCE.NS
2020-04-30,-1.9614599705677263,3.1983504230900794,1.4256786353011563,-2.157264623310495,-2.149079569721836,1.4855544513634085,1.6723528461922548,RELIANCE.NS
2020-05-04,-2.021686901971875,2.0940697896498137,-1.1524050744058973,-2.1159973778393644,-2.1249520563677518,1.143436980189104,1.8251278466767153,RELIANCE.NS
2020-05-05,-1.9719218080505934,1.5660910407013044,0.9122912974625624,-2.0736261350340084,-2.096148458529831,1.2822549574096584,1.8253016017695207,RELIANCE.NS
2020-05-06,-1.9717259854180533,1.29357580610033,-0.029083373523709318,-2.0299750796133673,-2.072546216497613,1.282812913556072,1.7911436908321972,RELIANCE.NS
2020-05-07,-1.8813863886768136,1.8823437127483857,1.6527859296203185,-2.0019653193713425,-2.0367832135080595,1.5329443481208789,0.13881767631377537,RELIANCE.NS
2020-05-08,-1.7741321451703558,3.9957021907708556,1.907023413252685,-1.964664541285754,-1.9879901082003204,1.7895975872784748,0.31431369044148233,RELIANCE.NS
2020-05-11,-1.7448009028451306,2.935331220034023,0.47910666700568516,-1.933440493818168,-1.9427268556910748,1.8546847781999547,0.17406979554114232,RELIANCE.NS
2020-05-12,-1.935550555333725,5.009326967334931,-3.3297421583393656,-1.92376844067329,-1.94043140932855,0.7676394375347434,1.3268947517194543,RELIANCE.NS
2020-05-13,-1.874180435945334,2.8949022359541083,1.0979638432823464,-1.9076513645513749,-1.927376977697943,0.9496945318479361,1.3710156359359156,RELIANCE.NS
2020-05-14,-1.993604495808666,1.835417268485523,-2.1873277356386804,-1.9032332691633427,-1.9384448358030506,0.3885477903256126,1.7233709240685886,RELIANCE.NS
2020-05-15,-1.947315120220806,2.6308318415335306,0.8375792755694772,-1.901819842266228,-1.9390704268827152,0.5406952262953828,1.645847299549336,RELIANCE.NS
2020-05-18,-1.9841289747733473,2.6705750727877677,-0.7137763818844587,-1.898066859152213,-1.946286581178137,0.37070212551053916,1.5928273536906907,RELIANCE.NS
2020-05-19,-2.0469992449284584,1.4063407563060364,-1.21086340763452,-1.905568986502234,-1.9636402445699304,0.08825488117975705,1.620820031996321,RELIANCE.NS
2020-05-20,-1.9980454543117467,2.2091407681486923,0.9053458671871057,-1.9081989645041022,-1.968923540784143,0.2757299698260611,1.682948674461767,RELIANCE.NS
2020-05-21,-1.9831418579608158,1.21202418374101,0.2479146569716651,-1.9183668993840794,-1.9705320886991093,0.33319254261713105,1.4933570427627998,RELIANCE.NS
2020-05-22,-2.0022895230289763,1.129367912284966,-0.39142087248325563,-1.9411655693403647,-1.975335225376697,0.23575337523331483,1.1578531358348119,RELIANCE.NS
2020-05-26,-2.0170941409103267,0.8446506725261099,-0.311943912623957,-1.9683745236342882,-1.9819611881293764,0.1577986085237722,1.094191404412097,RELIANCE.NS
2020-05-27,-1.9746542541030117,0.9959694503092904,0.7718704128992515,-1.9722819682704351,-1.9796535458158282,0.3500785330974667,0.41472920185418727,RELIANCE.NS
2020-05-28,-1.9219499531753357,1.2711793620278553,0.9516094783332408,-1.9770553464864693,-1.9681672998925435,0.5779606019105246,0.3818593326698645,RELIANCE.NS
2020-05-29,-1.93744528603713,1.264774866446174,-0.31689167803193097,-1.9714436266262403,-1.9615913746284745,0.4825644709279348,-0.1538740347393063,RELIANCE.NS
2020-06-01,-1.827003188802851,1.2599090399555761,2.003414098958569,-1.9594214336910598,-1.9360980538228074,0.9345539386010906,0.21142974186449529,RELIANCE.NS
2020-06-02,-1.7967032380597066,0.16175746514423484,0.5053262075794887,-1.9406928808265729,-1.9097218462921712,1.0457562146501032,0.11279031216610114,RELIANCE.NS
2020-06-03,-1.7849581487205486,0.36097881550357735,0.17374615570656288,-1.9145083737836786,-1.8860023712503522,1.0897058878569603,-0.2067817720656661,RELIANCE.NS
2020-06-04,-1.7096526078224905,0.9054983497754574,1.286054652091299,-1.8856906630150336,-1.8528813577914933,1.3592377345108655,-0.14088663997859488,RELIANCE.NS
2020-06-05,-1.705901563934871,0.8360116313924697,0.03136679961343566,-1.857987373200765,-1.825099230320411,1.3722158641963047,-0.12092561361499746,RELIANCE.NS
2020-06-08,-1.7299840127007058,0.7334337742928896,-0.44380327012029575,-1.8307771925985885,-1.8067541424620588,1.1803451627978547,-0.10854251972896958,RELIANCE.NS
2020-06-09,-1.7938411328800208,0.39035414799623647,-1.1311944275899923,-1.8084685927426378,-1.8033737811769708,0.6992870768149257,0.12329154652047394,RELIANCE.NS
2020-06-10,-1.7247530939592723,0.16044182467491527,1.1807124492125982,-1.7834971711507386,-1.7880261530452677,0.9993070365449168,0.17647086171820278,RELIANCE.NS
2020-06-11,-1.7927553043862363,0.052610171284630414,-1.200525703555781,-1.7705873709702418,-1.7878531365068357,0.5276663404435961,0.37754061760845437,RELIANCE.NS
2020-06-12,-1.6918871730802014,1.173808572000415,1.7382584059092079,-1.7460499292055385,-1.7693421095068105,0.952058502850648,0.5363038014308851,RELIANCE.NS
2020-06-15,-1.6410581273080076,2.0724974959037072,0.830992577757514,-1.727469333097667,-1.74494005848388,1.139913849592569,0.29024558546777995,RELIANCE.NS
2020-06-16,-1.634839824965715,1.9539521969180507,0.07124415150703002,-1.7112951003476111,-1.7238423059996841,1.1628625404937911,0.28906719355645133,RELIANCE.NS
2020-06-17,-1.6394787404079574,1.3733894965977242,-0.11015728599965598,-1.696758042433097,-1.7074253185406458,1.1269940365891145,0.301443567024099,RELIANCE.NS
2020-06-18,-1.5594355723864035,1.292493256158489,1.305067651828527,-1.6817475762151644,-1.6794162808725575,1.4307437263981635,0.30569242448234074,RELIANCE.NS
2020-06-19,-1.3551325392734246,5.32544185917615,3.2982722978559167,-1.646696913820631,-1.6192934154217336,1.9983973296922501,1.0362271178737825,RELIANCE.NS
2020-06-22,-1.3812873997689201,2.5102399015419015,-0.4340869515137528,-1.6118533375676096,-1.5748651383176602,1.8058632803128214,1.034765861690355,RELIANCE.NS
2020-06-23,-1.4311290619402548,1.1375844151080685,-0.8033676347658807,-1.5756092639718802,-1.5475915789985062,1.4462595497743556,0.9572498479014201,RELIANCE.NS
2020-06-24,-1.417410539341017,1.9785957176275153,0.182484877239473,-1.5448979999661852,-1.522778517817659,1.4885511942080467,0.934748048630089,RELIANCE.NS
2020-06-25,-1.4370509624504604,1.243592209196213,-0.33962526476839083,-1.5093541750418096,-1.5060537123131643,1.3397492548945455,0.751957705795311,RELIANCE.NS
2020-06-26,-1.3901698503517368,0.7029986700375842,0.70403827481522,-1.4792050134168777,-1.4838320880266538,1.499332149915981,0.6260971698940084,RELIANCE.NS
2020-06-29,-1.4266878366488462,0.3758344476729125,-0.5988214745476114,-1.4577840208062434,-1.4723011844524079,1.2135360257039929,0.697369308505441,RELIANCE.NS
2020-06-30,-1.4642913846514127,0.6631527209237805,-0.6219075715173285,-1.4407419350372948,-1.4697149298406045,0.9286571963379702,0.7647158174604478,RELIANCE.NS
2020-07-01,-1.3981644293799307,0.551279329639783,1.0149185220204142,-1.4166285559982639,-1.4555562792327306,1.1958556594194687,0.790737110380896,RELIANCE.NS
2020-07-02,-1.3391167023842656,0.5713679552640812,0.8847257398792372,-1.3946131504502872,-1.4332185290411046,1.4104164294175434,0.7379188952812691,RELIANCE.NS
2020-07-03,-1.2845134021399414,0.6111669899708713,0.8013112538511531,-1.3875565195614907,-1.4049981792550148,1.5921734358100597,-0.25839571075877404,RELIANCE.NS
2020-07-06,-1.1578649811505177,1.6964897584548346,1.8719689621224311,-1.365230991319874,-1.3588443903527987,1.9463937701263192,0.06125235080671865,RELIANCE.NS
2020-07-07,-1.214054338003085,0.966440102756764,-0.8486268003835289,-1.3435397576926975,-1.3313150507810743,1.5215666252916313,0.07347144297955406,RELIANCE.NS
2020-07-08,-1.2644954735467866,0.41177020442109064,-0.7765479574924403,-1.328259690271224,-1.317977067207864,1.1636504385833877,0.1952378534847788,RELIANCE.NS
2020-07-09,-1.2124688149714973,1.0423274277640096,0.74531310514632,-1.3058182758996957,-1.2975894045696872,1.3397472165502868,0.18063224159852598,RELIANCE.NS
2020-07-10,-1.1058380557869005,1.4954851050636255,1.5389626188383414,-1.277406366527302,-1.2614896682189005,1.6570197332666134,0.31748779380711106,RELIANCE.NS
2020-07-13,-0.9929647165221893,3.0910950144227853,1.5833158820950597,-1.2340665001553048,-1.2113977395111137,1.9331694216850517,0.30932577810936934,RELIANCE.NS
2020-07-14,-1.0286404520687145,2.9505206852469503,-0.5284879685294983,-1.1905339967520818,-1.1769104741965986,1.6833093122722966,0.28584014188136514,RELIANCE.NS
2020-07-15,-1.1733248311647264,7.415947835706387,-2.0621527080837567,-1.168066856566115,-1.1750426275202606,0.7962153258331274,0.8503208752678034,RELIANCE.NS
2020-07-16,-1.1745133731646797,2.5573406698645096,-0.050068269186368725,-1.1516188371691332,-1.1737308391047925,0.7895712243827985,0.8284549086830598,RELIANCE.NS
2020-07-17,-1.0391447088956878,1.8638124602484933,1.9418210239729288,-1.1271003232057273,-1.14800507015193,1.222830094282677,1.0242068105819784,RELIANCE.NS
2020-07-20,-1.0228927643365044,1.0530681108728974,0.19585267340857562,-1.1136131984268052,-1.1239970120751757,1.2700499664712879,0.8183910083026474,RELIANCE.NS
2020-07-21,-0.9205236818987663,1.3975453543921783,1.4009738869431128,-1.0842820910421425,-1.085711243697555,1.5504089273050168,0.814588183659118,RELIANCE.NS
2020-07-22,-0.8562082193724435,2.483866103426392,0.8444232347521824,-1.043483908477795,-1.0426737976443032,1.7078957978825122,0.6921208675445376,RELIANCE.NS
2020-07-23,-0.7495782605528298,2.395117255465825,1.3979771029418442,-0.9972294806126023,-0.9880425660749697,1.941269742064037,0.7457469218714056,RELIANCE.NS
2020-07-24,-0.5744712080829263,6.2386183840716525,2.255346485731348,-0.9441325459431414,-0.9114548935032455,2.249583393511162,0.8916123247899791,RELIANCE.NS
2020-07-27,-0.5545519911710248,3.7513804159826925,0.21682778270077235,-0.9003240698652374,-0.8451646901318196,2.2806348280815474,0.8317306538974384,RELIANCE.NS
2020-07-28,-0.5119394923156806,2.1963897409697846,0.4986601611166735,-0.8486926268758949,-0.7831669314262824,2.3477801460807686,0.7236533260757984,RELIANCE.NS
2020-07-29,-0.6725788805621333,3.279679016827636,-2.0162062641001812,-0.7986554912509878,-0.7616961249047647,1.3866367021191426,0.7022319697613056,RELIANCE.NS
2020-07-30,-0.6483985204800284,3.291657314339442,0.2773674505392453,-0.7460833631960729,-0.7397255266867576,1.4443547712562366,0.669618970256222,RELIANCE.NS
2020-07-31,-0.7311458549912628,3.421327315547187,-1.0878035438218294,-0.715306518357716,-0.7368190054590193,1.0000370686013174,0.7340458474436572,RELIANCE.NS
2020-08-03,-0.8462986337279386,1.6779214065357118,-1.5306425315648895,-0.6976603158209012,-0.7554118405635689,0.4523612408033904,1.0070134087801352,RELIANCE.NS
2020-08-04,-0.5656509191804663,4.475851701768904,3.7234999320745215,-0.6621995866101059,-0.7195143681438855,1.1942777257446504,1.7038691767738108,RELIANCE.NS
2020-08-05,-0.6135154130551331,3.3961374889139444,-0.6311836092826194,-0.6379484611636096,-0.6988604886894988,0.9883942513833168,1.7530474466863741,RELIANCE.NS
2020-08-06,-0.59835329881465,1.8388867123431516,0.1589865745465874,-0.6228372777156781,-0.6792006314095588,1.0255456105068597,1.6738331569284979,RELIANCE.NS
2020-08-07,-0.5738762701121304,0.8303159137335926,0.2756634764312153,-0.6227778284242813,-0.6586576915162581,1.0878882095547198,1.3756639269724493,RELIANCE.NS
2020-08-10,-0.6265968451277966,0.45836991453089615,-0.6931733134200297,-0.6299769243414295,-0.6514509702773136,0.8330091315332981,1.3977128427026833,RELIANCE.NS
2020-08-11,-0.5989482367854461,1.684892084934669,0.3179658788760952,-0.6386712899021442,-0.6405193717876032,0.9137767369300988,1.3851718326815967,RELIANCE.NS
2020-08-12,-0.6112367739481518,0.6624241278369613,-0.18758960296612193,-0.6325416680760118,-0.6338132475580451,0.8497731587883196,1.1101296984582334,RELIANCE.NS
2020-08-13,-0.6222364566996847,0.32696790749158483,-0.17175220640620834,-0.6299274188104325,-0.630329611503299,0.7895904591577654,1.1092727490790484,RELIANCE.NS
2020-08-14,-0.6385876465167766,0.845144508389412,-0.23992549358884174,-0.6206785219894738,-0.6304571394034635,0.6962091430136977,1.0173381507434847,RELIANCE.NS
2020-08-17,-0.6830828706007788,0.706526695174497,-0.598743082764937,-0.6043691554017092,-0.6386646700426084,0.44184112637067885,0.8389139236826744,RELIANCE.NS
2020-08-18,-0.6291734867968314,0.6798969666228315,0.6603838035185585,-0.6107166602137548,-0.6355622853499007,0.6604984463322173,-0.7525425739239581,RELIANCE.NS
2020-08-19,-0.6034078704714665,0.8984113730306926,0.29428200424089085,-0.6097066620730115,-0.6283316990302868,0.7624530457905362,-0.7982299149031024,RELIANCE.NS
2020-08-20,-0.6717859856521756,0.18545448769219824,-0.8953046544345914,-0.6170444374582518,-0.6348683559232805,0.35165454107745664,-0.6572129288037105,RELIANCE.NS
2020-08-21,-0.7019117236173247,0.35478154579603416,-0.4190155605964512,-0.6298384048265876,-0.6457028391746156,0.17988855471909526,-0.6827375188345771,RELIANCE.NS
2020-08-24,-0.6743626273212104,0.81382191935827,0.3230819658554323,-0.6346114098183712,-0.6495503486833047,0.3129526043528081,-0.7014707560062948,RELIANCE.NS
2020-08-25,-0.7014162976927649,-0.008983321577268978,-0.3798400657000347,-0.6448505505536496,-0.6576251548602455,0.1483438904486133,-0.731133983985527,RELIANCE.NS
2020-08-26,-0.5920112066882993,2.48997509997337,1.3801496391547792,-0.642929432039782,-0.644307649178044,0.6611513466728345,-0.3370238418361568,RELIANCE.NS
2020-08-27,-0.6449297386431273,0.527881324707049,-0.6984911299638625,-0.6451970626117552,-0.6430486975085623,0.33768556173567954,-0.27199030173138095,RELIANCE.NS
2020-08-28,-0.6339300558915945,0.4712036592169069,0.107397471456666,-0.644731651970856,-0.6400154532822755,0.38981635736479353,-0.2747153042915225,RELIANCE.NS
2020-08-31,-0.7041911630892892,2.6261324994583486,-0.9255080118513312,-0.6468409021660634,-0.6503292177929848,-0.030265026939153845,-0.20587655717637654,RELIANCE.NS
2020-09-01,-0.6912087094862066,1.1779666082399354,0.13503450941219933,-0.653039783749617,-0.6564034698078824,0.03996991753237201,-0.2793454797445692,RELIANCE.NS
2020-09-02,-0.6100471647948875,0.457779904133216,1.0128186148632703,-0.6537032165145052,-0.6465926836389607,0.4538229761993812,-0.13125242855762834,RELIANCE.NS
2020-09-03,-0.6419571830957691,-0.058464378760993176,-0.43590519999323457,-0.6507225676700213,-0.6443769280866112,0.25162801860683875,-0.21452322047348923,RELIANCE.NS
2020-09-04,-0.7110289479285273,0.5520103301764359,-0.9120786231542044,-0.6516336080665207,-0.6551429514352193,-0.15707661026156924,-0.12556372502857854,RELIANCE.NS
2020-09-07,-0.7003262005857369,0.14771481026486066,0.10580367109697436,-0.6542280231290508,-0.6620023991370336,-0.09586364668126506,-0.141109798590943,RELIANCE.NS
2020-09-08,-0.651866768740274,0.48541267505273095,0.5929156887825419,-0.6492767768985773,-0.6587895483796948,0.17767330158809952,-0.10998608288818401,RELIANCE.NS
2020-09-09,-0.5443449365411218,2.20851680653541,1.339353832236999,-0.644513715667193,-0.6365796542420649,0.6995055456622107,-0.1244500668289938,RELIANCE.NS
2020-09-10,-0.24179603459518145,7.455123279176792,3.7311962222703103,-0.604230502592492,-0.5633096244808526,1.647672451618629,0.9749873397437344,RELIANCE.NS
2020-09-11,-0.2303999043886697,2.465307134388672,0.09968641151549325,-0.5639076744294429,-0.501286026941679,1.674231362979573,0.9754307435658521,RELIANCE.NS
2020-09-14,-0.2644895833269518,1.514218645079023,-0.42787918523662194,-0.5199704093260956,-0.45674764450069977,1.456579405135279,0.8831448571151949,RELIANCE.NS
2020-09-15,-0.2321831175710914,0.4719131161640232,0.34453237006767834,-0.4741021885839813,-0.41442369995256856,1.5445689009186505,0.8732060098695675,RELIANCE.NS
2020-09-16,-0.22088676619914363,0.8900625839257081,0.098252420563653,-0.43521526074972744,-0.3777377977708032,1.5760476951539784,0.8649010161376977,RELIANCE.NS
2020-09-17,-0.2720215513948945,0.38859535156908626,-0.6242294000293817,-0.3982493714527162,-0.3570344042535929,1.2189594895252918,0.8944106546200007,RELIANCE.NS
2020-09-18,-0.25824620288185424,0.8359023702077142,0.12839497778437414,-0.353004968387142,-0.33758658449725054,1.2657497696897668,0.7437231334000685,RELIANCE.NS
2020-09-21,-0.35704832537809345,0.8700058107145929,-1.1849557784662414,-0.318702860545582,-0.3396679514868743,0.6122317676957267,0.9567089563352229,RELIANCE.NS
