Date,Open,High,Low,Close,Adj Close,Volume,Symbol
2025-05-06 00:00:00.000000,2419.675615258607,2427.5032979220373,2369.2410319169953,2395.89501953125,,702802,ASIANPAINT
2025-05-07 00:00:00.000000,2366.169117137916,2383.7072569359643,2297.3044799347813,2312.761962890625,,1711738,ASIANPAINT
2025-05-08 00:00:00.000000,2300.7725999713725,2327.624952315924,2272.5331429949797,2281.550048828125,,2292261,ASIANPAINT
2025-05-09 00:00:00.000000,2226.0619130694386,2310.482975143169,2224.4764433396517,2278.577392578125,,1503010,ASIANPAINT
2025-05-12 00:00:00.000000,2308.699353302913,2356.755970742909,2299.7816304789962,2334.85791015625,,940135,ASIANPAINT
2025-05-13 00:00:00.000000,2332.480008847288,2336.4434413177164,2293.935724835857,2303.348876953125,,1220489,ASIANPAINT
2025-05-14 00:00:00.000000,2297.799991677632,2297.799991677632,2256.283133007187,2261.435546875,,1549845,ASIANPAINT
2025-05-15 00:00:00.000000,2264.1109069532768,2314.149244284192,2247.2663181488106,2308.600341796875,,1675015,ASIANPAINT
2025-05-16 00:00:00.000000,2312.5636419757657,2333.4708448223746,2293.8365204941815,2332.083740234375,,785113,ASIANPAINT
2025-05-19 00:00:00.000000,2332.08391510041,2357.1524335907243,2305.3307441728534,2310.086669921875,,552961,ASIANPAINT
2025-05-20 00:00:00.000000,2326.039453712509,2326.237576956214,2270.4522160104593,2274.614013671875,,1095824,ASIANPAINT
2025-05-21 00:00:00.000000,2275.0102772607343,2295.0255631998375,2269.0651284525616,2291.26025390625,,469330,ASIANPAINT
2025-05-22 00:00:00.000000,2288.0894892599486,2288.882224126238,2262.2282378468694,2278.180908203125,,916504,ASIANPAINT
2025-05-23 00:00:00.000000,2280.7573230659386,2307.7086161871084,2274.0194393084644,2294.33203125,,458035,ASIANPAINT
2025-05-26 00:00:00.000000,2294.8274858791942,2316.6263652787375,2281.748206621214,2305.925048828125,,1258062,ASIANPAINT
2025-05-27 00:00:00.000000,2291.954089987635,2330.102128870143,2280.063792154126,2306.321533203125,,2485428,ASIANPAINT
2025-05-28 00:00:00.000000,2306.3216161933556,2311.672153647476,2279.271139266998,2282.14453125,,774808,ASIANPAINT
2025-05-29 00:00:00.000000,2282.1444686059954,2287.8914943229834,2265.59718569489,2273.325927734375,,1414643,ASIANPAINT
2025-05-30 00:00:00.000000,2275.5057521262206,2282.9371882860055,2234.3851387087425,2238.44775390625,,3610431,ASIANPAINT
2025-06-02 00:00:00.000000,2238.4476508603957,2251.5269295177736,2237.2584276025923,2245.97802734375,,702789,ASIANPAINT
2025-06-03 00:00:00.000000,2251.824260657322,2266.389826642048,2226.160890199738,2235.07861328125,,792587,ASIANPAINT
